41151000	41199998	41250000	41260000	41300000	41340000	41380000	41410000
2.4818	48.9601	6.2906	26.2376	236.6957	228.5991	6.6512	73.3693
19.8411	119.1398	84.6444	110.5097	154.244	893.6396	41.5026	766.8532
51.414	225.3244	52.0545	481.4543	57.5525	365.1267	77.4804	489.5944
91.5962	171.9856	71.9897	697.9573	77.5299	421.0402	75.8688	400.1474
14.9454	155.2792	64.6402	596.5043	188.2911	576.7142	69.8274	455.3552
17.6917	86.7554	80.341	325.6134	128.2933	886.9681	72.6725	564.5171
56.1845	220.2286	75.4276	419.1852	197.4129	565.0529	57.2595	255.0486
13.4008	225.6384	76.8195	966.8106	188.2911	872.0129	115.0583	408.5796
78.159	306.2833	76.8195	626.9333	254.3741	575.2526	136.1429	563.1551
27.1978	169.0019	70.6314	590.2462	159.0849	470.2957	119.6328	395.0723
27.6637	213.6519	52.0545	1032.398	699.4636	554.9088	107.536	379.913
52.9824	330.8235	71.3093	225.2884	118.6126	54.2318	121.4143	196.136
30.0482	235.3507	68.9848	295.9724	110.5542	377.1498	117.8875	770.4179
37.7446	218.4258	76.8195	454.055	124.8376	837.4191	136.1429	902.8191
14.0777	352.3539	67.2782	199.0229	55.1989	433.633	76.1118	854.1015
57.4896	122.1845	64.8844	825.8442	99.2921	323.1244	66.3004	584.9532
11.6193	195.1158	50.4958	641.8073	87.7419	365.634	138.0074	567.2212
19.641	239.0205	55.2657	732.67	76.9121	832.5119	134.2835	921.8254
74.7677	105.3278	124.0505	615.745	130.9085	379.7235	25.042	914.2051
10.4391	241.5003	247.8684	330.1508	86.243	736.6458	114.8989	835.6348
20.447	307.8296	161.4746	475.4983	33.1919	438.4496	96.149	1367.337
39.3808	347.4912	20.0426	890.257	83.2664	274.0779	170.4449	590.1909
16.5675	177.6282	89.0314	1051.0503	192.6239	484.1012	210.2471	334.1673
18.2666	132.8395	340.0848	306.1907	65.9077	1021.4841	79.7756	857.8129
7.8844	281.6315	44.0118	184.1979	198.4365	536.0497	109.1687	373.7013
8.363	405.52	214.1144	554.7749	224.6727	719.1478	128.7365	826.4584
52.0388	470.5939	67.2784	597.9931	127.426	617.0993	151.1977	1048.9431
14.8212	118.3638	151.4451	432.6898	193.3385	1462.3762	42.4806	1083.1967
21.6443	84.2219	125.3395	840.5474	114.4328	566.5554	106.3258	835.6348
	212.7828	78.9253	505.646	49.6707	478.1209	79.7756	548.1864
	233.896	68.6122	515.3583	68.9369	316.3191	44.5555	506.4537
	187.7009	48.7308	403.9965	74.0308	318.7376	97.1922	1269.1609
	233.5555	125.3395	257.7453	53.2489	576.6316	106.3258	1224.2897
	212.68	13.0112	432.9609	92.946	180.7368	62.1351	452.6582
	221.7284	56.966	555.2579	57.2895	301.946	41.3039	349.2685
	192.4994	51.8587	470.8352	67.5978	455.935	49.9795	712.3984
	137.6165	44.3429	496.6853	52.6981	411.3722	114.8989	601.7983
	157.3693	60.9626	833.1836	28.1965	332.9438	123.2368	802.778
	319.1194	18.199	212.1154	131.7847	146.5545	196.1277	1308.102
	187.7009	155.0643	320.8024	386.5975	647.1791	89.5951	690.0126
	153.4256	92.0413	245.0867	230.0671	45.1241	99.2854	895.2582
	476.7762	294.9224	637.8956	153.4698	0.0	146.6483	511.2935
	124.3116	81.6101	508.0484	123.1231	0.0	203.3646	497.6457
	101.7683	75.4879	352.0415	126.561	0.0	79.4411	570.0783
	116.7829	132.1194	164.9486	98.5053	0.0	163.8493	752.6566
	224.7056	170.8002	753.7997	128.2933	150.8271	62.7724	889.6032
	203.8315	86.7544	664.2869	195.3717	808.3739	43.6639	728.0527
	101.5039	168.9194	550.3212	92.2969	1098.3622	139.8769	1167.493
	61.5974	38.487	456.0732	31.7224	462.5412	69.8664	289.5731
	481.9201	25.8261		140.6678	344.5624	65.9781	598.8887
	81.035	91.9353		83.3026	549.6421	161.9194	297.8678
	107.6329	45.0814		128.2933	251.9736	178.2701	1011.1504
	248.8191	104.8614		204.6202	791.8169	115.9798	705.4819
		82.2722		235.51	886.041	112.7432	643.0735
		174.5851		212.9767	811.0334	96.8442	308.7232
		66.8394		92.2969	603.4275	227.8563	1429.799
		96.1045		35.1936	539.1203	247.8393	671.2809
		74.8293		248.7687	494.9289	82.7985	1642.8949
		213.0896		332.7026	1401.1714	52.7372	703.7621
		236.057		79.6202	1194.7886	78.773	394.0708
		155.3067		30.2804	519.7904	74.7882	
		39.6585		147.9315	270.0436	74.7882	
		137.2917		89.2505	474.8121	154.246	
		70.8236		146.1026	459.2346	139.5025	
		87.4657		203.5846	669.1109	130.2111	
		293.7667		138.8737	1165.9742	34.1052	
		103.4073		179.3338	602.0971	70.1924	
		214.1144		62.8277	547.6972	61.4991	
		111.7465		139.7696	562.1489	106.6804	
		69.1242		72.0876	279.8959	153.4828	
		80.2836		123.1231	416.2266	111.6685	
		112.7431		102.4629	669.8856	180.2373	
		103.6583		112.2003	821.1448	20.164	
		124.5015		118.8765	584.6589	149.6781	
		272.1336		47.6192	1041.8789	48.4604	
		21.1527		151.6151	320.6532	196.5284	
		52.9321		39.8719	349.5777	128.3683	
		30.4555		115.8339	223.5819	207.0026	
		219.2658		110.9191	658.8699	44.5555	
		127.0219		79.019	518.7184	239.8893	
		89.1687		48.7718	386.7847	113.3764	
		35.014		327.7309	212.3313	185.1742	
		316.0144		106.4794	1167.5688	79.7756	
		98.748		579.7697	648.5248		
		429.4286		96.5487	1542.8573		
		142.0981		54.4001			
