Data;Vazao;VazaoStatus;Unidades;MetodoObtencao;NivelConsistencia;CodigoEstacao;Responsavel
2023-04-27;6,7315;1;m³/s;1;1;41250000;ANA
2023-04-28;6,7315;1;m³/s;1;1;41250000;ANA
2023-04-29;6,9975;1;m³/s;1;1;41250000;ANA
2023-04-30;8,2916;1;m³/s;1;1;41250000;ANA
2023-03-01;0.0;6,9084;m³/s;1;1;41250000;ANA
2023-03-02;8,8724;1.0;m³/s;1;1;41250000;ANA
2023-03-03;8,4835;1.0;m³/s;1;1;41250000;ANA
2023-03-04;8,3873;1.0;m³/s;1;1;41250000;ANA
2023-03-05;8,3873;1.0;m³/s;1;1;41250000;ANA
2023-03-06;8,3873;1.0;m³/s;1;1;41250000;ANA
2023-03-07;8,1963;1.0;m³/s;1;1;41250000;ANA
2023-03-08;8,1963;1.0;m³/s;1;1;41250000;ANA
2023-03-09;8,1963;1.0;m³/s;1;1;41250000;ANA
2023-03-10;8,1015;1.0;m³/s;1;1;41250000;ANA
2023-03-11;8,0071;1.0;m³/s;1;1;41250000;ANA
2023-03-12;8,0071;1.0;m³/s;1;1;41250000;ANA
2023-03-13;17,1098;1.0;m³/s;1;1;41250000;ANA
2023-03-14;11,6724;1.0;m³/s;1;1;41250000;ANA
2023-03-15;9,1685;1.0;m³/s;1;1;41250000;ANA
2023-03-16;8,7745;1.0;m³/s;1;1;41250000;ANA
2023-03-17;8,2916;1.0;m³/s;1;1;41250000;ANA
2023-03-18;8,0071;1;m³/s;1;1;41250000;ANA
2023-03-19;7,9131;1;m³/s;1;1;41250000;ANA
2023-03-20;8,0071;1;m³/s;1;1;41250000;ANA
2023-03-21;7,9131;1;m³/s;1;1;41250000;ANA
2023-03-22;7,6338;1;m³/s;1;1;41250000;ANA
2023-03-23;7,6338;1;m³/s;1;1;41250000;ANA
2023-03-24;7,4498;1;m³/s;1;1;41250000;ANA
2023-03-25;7,2675;1;m³/s;1;1;41250000;ANA
2023-03-26;7,2675;1;m³/s;1;1;41250000;ANA
2023-03-27;7,2675;1;m³/s;1;1;41250000;ANA
2023-03-28;7,1771;1;m³/s;1;1;41250000;ANA
2023-03-29;7,2675;1;m³/s;1;1;41250000;ANA
2023-03-30;6,9975;1.0;m³/s;1;1;41250000;ANA
2023-03-31;6,9084;1.0;m³/s;1;1;41250000;ANA
2023-02-01;0.0;9,1685;m³/s;1;1;41250000;ANA
2023-02-02;14,5266;;m³/s;1;1;41250000;ANA
2023-02-03;12,4468;;m³/s;1;1;41250000;ANA
2023-02-04;11,4548;;m³/s;1;1;41250000;ANA
2023-02-05;10,9177;1.0;m³/s;1;1;41250000;ANA
2023-02-06;10,6003;1.0;m³/s;1;1;41250000;ANA
2023-02-07;10,0796;1.0;m³/s;1;1;41250000;ANA
2023-02-08;11,5634;1.0;m³/s;1;1;41250000;ANA
2023-02-09;12,559;1.0;m³/s;1;1;41250000;ANA
2023-02-10;25,9679;1.0;m³/s;1;1;41250000;ANA
2023-02-11;12,7847;1.0;m³/s;1;1;41250000;ANA
2023-02-12;11,4548;1.0;m³/s;1;1;41250000;ANA
2023-02-13;11,4548;1.0;m³/s;1;1;41250000;ANA
2023-02-14;13,2406;1.0;m³/s;1;1;41250000;ANA
2023-02-15;11,4548;1.0;m³/s;1;1;41250000;ANA
2023-02-16;19,3207;1.0;m³/s;1;1;41250000;ANA
2023-02-17;46,6185;1.0;m³/s;1;1;41250000;ANA
2023-02-18;23,9076;1.0;m³/s;1;1;41250000;ANA
2023-02-19;60,5089;1.0;m³/s;1;1;41250000;ANA
2023-02-20;25,3724;1.0;m³/s;1;1;41250000;ANA
2023-02-21;14,6459;1;m³/s;1;1;41250000;ANA
2023-02-22;12,2236;1;m³/s;1;1;41250000;ANA
2023-02-23;11,0243;1;m³/s;1;1;41250000;ANA
2023-02-24;10,4954;1;m³/s;1;1;41250000;ANA
2023-02-25;10,2867;1;m³/s;1;1;41250000;ANA
2023-02-26;9,7721;1;m³/s;1;1;41250000;ANA
2023-02-27;9,5692;1;m³/s;1;1;41250000;ANA
2023-02-28;9,5692;1;m³/s;1;1;41250000;ANA
2023-01-01;0.0;19,3207;m³/s;1;1;41250000;ANA
2023-01-02;9,7721;1.0;m³/s;1;1;41250000;ANA
2023-01-03;10,1829;1.0;m³/s;1;1;41250000;ANA
2023-01-04;10,0796;1.0;m³/s;1;1;41250000;ANA
2023-01-05;31,2452;1.0;m³/s;1;1;41250000;ANA
2023-01-06;31,5675;1.0;m³/s;1;1;41250000;ANA
2023-01-07;47,5632;1.0;m³/s;1;1;41250000;ANA
2023-01-08;118,2601;1.0;m³/s;1;1;41250000;ANA
2023-01-09;142,0981;1.0;m³/s;1;1;41250000;ANA
2023-01-10;72,1735;1.0;m³/s;1;1;41250000;ANA
2023-01-11;60,7175;1.0;m³/s;1;1;41250000;ANA
2023-01-12;36,8986;1.0;m³/s;1;1;41250000;ANA
2023-01-13;58,0274;1.0;m³/s;1;1;41250000;ANA
2023-01-14;41,8273;1.0;m³/s;1;1;41250000;ANA
2023-01-15;55,7887;1.0;m³/s;1;1;41250000;ANA
2023-01-16;24,7824;1.0;m³/s;1;1;41250000;ANA
2023-01-17;16,605;1.0;m³/s;1;1;41250000;ANA
2023-01-18;13,7028;1;m³/s;1;1;41250000;ANA
2023-01-19;12,6716;1;m³/s;1;1;41250000;ANA
2023-01-20;12,6716;1;m³/s;1;1;41250000;ANA
2023-01-21;14,7655;1;m³/s;1;1;41250000;ANA
2023-01-22;48,8982;1;m³/s;1;1;41250000;ANA
2023-01-23;39,6853;1;m³/s;1;1;41250000;ANA
2023-01-24;27,3274;1;m³/s;1;1;41250000;ANA
2023-01-25;19,1877;1;m³/s;1;1;41250000;ANA
2023-01-26;37,2426;1;m³/s;1;1;41250000;ANA
2023-01-27;39,8621;1;m³/s;1;1;41250000;ANA
2023-01-28;19,8561;1;m³/s;1;1;41250000;ANA
2023-01-29;18,2671;1;m³/s;1;1;41250000;ANA
2023-01-30;15,6134;1.0;m³/s;1;1;41250000;ANA
2023-01-31;38,9811;1.0;m³/s;1;1;41250000;ANA
2022-12-01;0.0;14,8853;m³/s;1;1;41250000;ANA
2022-12-02;11,5642;1.0;m³/s;1;1;41250000;ANA
2022-12-03;8,5814;1.0;m³/s;1;1;41250000;ANA
2022-12-04;6,9099;1.0;m³/s;1;1;41250000;ANA
2022-12-05;9,2693;1.0;m³/s;1;1;41250000;ANA
2022-12-06;11,2396;1.0;m³/s;1;1;41250000;ANA
2022-12-07;8,0085;1.0;m³/s;1;1;41250000;ANA
2022-12-08;8,3887;1.0;m³/s;1;1;41250000;ANA
2022-12-09;13,3559;1.0;m³/s;1;1;41250000;ANA
2022-12-10;8,7758;1.0;m³/s;1;1;41250000;ANA
2022-12-11;7,1786;1.0;m³/s;1;1;41250000;ANA
2022-12-12;16,3542;1.0;m³/s;1;1;41250000;ANA
2022-12-13;6,999;1.0;m³/s;1;1;41250000;ANA
2022-12-14;9,4696;1.0;m³/s;1;1;41250000;ANA
2022-12-15;11,6732;1.0;m³/s;1;1;41250000;ANA
2022-12-16;8,0085;1.0;m³/s;1;1;41250000;ANA
2022-12-17;6,9099;1.0;m³/s;1;1;41250000;ANA
2022-12-18;7,9145;1;m³/s;1;1;41250000;ANA
2022-12-19;18,1358;1;m³/s;1;1;41250000;ANA
2022-12-20;13,0123;1;m³/s;1;1;41250000;ANA
2022-12-21;47,3565;1;m³/s;1;1;41250000;ANA
2022-12-22;96,2923;1;m³/s;1;1;41250000;ANA
2022-12-23;53,5634;1;m³/s;1;1;41250000;ANA
2022-12-24;16,2297;1;m³/s;1;1;41250000;ANA
2022-12-25;11,3474;1;m³/s;1;1;41250000;ANA
2022-12-26;9,9778;1;m³/s;1;1;41250000;ANA
2022-12-27;10,6013;1;m³/s;1;1;41250000;ANA
2022-12-28;23,3279;1;m³/s;1;1;41250000;ANA
2022-12-29;14,7654;1;m³/s;1;1;41250000;ANA
2022-12-30;10,9186;1.0;m³/s;1;1;41250000;ANA
2022-12-31;11,7826;1.0;m³/s;1;1;41250000;ANA
2022-11-01;0.0;34,6842;m³/s;1;1;41250000;ANA
2022-11-02;5,3036;;m³/s;1;1;41250000;ANA
2022-11-03;15,8586;1.0;m³/s;1;1;41250000;ANA
2022-11-04;11,1322;1.0;m³/s;1;1;41250000;ANA
2022-11-05;7,543;1.0;m³/s;1;1;41250000;ANA
2022-11-06;5,384;1.0;m³/s;1;1;41250000;ANA
2022-11-07;5,384;1.0;m³/s;1;1;41250000;ANA
2022-11-08;5,1444;1.0;m³/s;1;1;41250000;ANA
2022-11-09;7,543;1.0;m³/s;1;1;41250000;ANA
2022-11-10;7,3599;1.0;m³/s;1;1;41250000;ANA
2022-11-11;6,3847;1.0;m³/s;1;1;41250000;ANA
2022-11-12;6,2988;1.0;m³/s;1;1;41250000;ANA
2022-11-13;11,2396;1.0;m³/s;1;1;41250000;ANA
2022-11-14;8,7758;1.0;m³/s;1;1;41250000;ANA
2022-11-15;6,6453;1.0;m³/s;1;1;41250000;ANA
2022-11-16;12,3356;1.0;m³/s;1;1;41250000;ANA
2022-11-17;10,8124;1.0;m³/s;1;1;41250000;ANA
2022-11-18;8,0085;1.0;m³/s;1;1;41250000;ANA
2022-11-19;6,6453;1;m³/s;1;1;41250000;ANA
2022-11-20;6,2133;1;m³/s;1;1;41250000;ANA
2022-11-21;5,7101;1;m³/s;1;1;41250000;ANA
2022-11-22;5,384;1;m³/s;1;1;41250000;ANA
2022-11-23;5,2238;1;m³/s;1;1;41250000;ANA
2022-11-24;5,2238;1;m³/s;1;1;41250000;ANA
2022-11-25;5,7928;1;m³/s;1;1;41250000;ANA
2022-11-26;7,4513;1;m³/s;1;1;41250000;ANA
2022-11-27;5,6279;1;m³/s;1;1;41250000;ANA
2022-11-28;11,1322;1;m³/s;1;1;41250000;ANA
2022-11-29;7,9145;1;m³/s;1;1;41250000;ANA
2022-11-30;18,3962;1;m³/s;1;1;41250000;ANA
2022-10-01;0.0;5,876;m³/s;1;1;41250000;ANA
2022-10-02;4,2294;1.0;m³/s;1;1;41250000;ANA
2022-10-03;4,0117;1.0;m³/s;1;1;41250000;ANA
2022-10-04;3,8691;1.0;m³/s;1;1;41250000;ANA
2022-10-05;9,3692;1.0;m³/s;1;1;41250000;ANA
2022-10-06;7,1786;1.0;m³/s;1;1;41250000;ANA
2022-10-07;4,909;1.0;m³/s;1;1;41250000;ANA
2022-10-08;4,3029;1.0;m³/s;1;1;41250000;ANA
2022-10-09;4,0117;1.0;m³/s;1;1;41250000;ANA
2022-10-10;3,8691;1.0;m³/s;1;1;41250000;ANA
2022-10-11;3,7286;1.0;m³/s;1;1;41250000;ANA
2022-10-12;3,5901;1.0;m³/s;1;1;41250000;ANA
2022-10-13;3,4536;1.0;m³/s;1;1;41250000;ANA
2022-10-14;3,3193;1.0;m³/s;1;1;41250000;ANA
2022-10-15;3,1871;1.0;m³/s;1;1;41250000;ANA
2022-10-16;3,1871;1.0;m³/s;1;1;41250000;ANA
2022-10-17;3,1217;1.0;m³/s;1;1;41250000;ANA
2022-10-18;2,9927;1;m³/s;1;1;41250000;ANA
2022-10-19;2,9289;1;m³/s;1;1;41250000;ANA
2022-10-20;2,9289;1;m³/s;1;1;41250000;ANA
2022-10-21;3,0569;1;m³/s;1;1;41250000;ANA
2022-10-22;4,6021;1;m³/s;1;1;41250000;ANA
2022-10-23;5,7101;1;m³/s;1;1;41250000;ANA
2022-10-24;4,909;1;m³/s;1;1;41250000;ANA
2022-10-25;4,7546;1;m³/s;1;1;41250000;ANA
2022-10-26;4,6781;1;m³/s;1;1;41250000;ANA
2022-10-27;4,6021;1;m³/s;1;1;41250000;ANA
2022-10-28;4,3029;1;m³/s;1;1;41250000;ANA
2022-10-29;4,3029;1;m³/s;1;1;41250000;ANA
2022-10-30;4,4515;1.0;m³/s;1;1;41250000;ANA
2022-10-31;4,6021;1.0;m³/s;1;1;41250000;ANA
2022-09-01;0.0;4,987;m³/s;1;1;41250000;ANA
2022-09-02;3,3193;;m³/s;1;1;41250000;ANA
2022-09-03;3,3193;1.0;m³/s;1;1;41250000;ANA
2022-09-04;3,3193;1.0;m³/s;1;1;41250000;ANA
2022-09-05;3,3193;1.0;m³/s;1;1;41250000;ANA
2022-09-06;3,3193;1.0;m³/s;1;1;41250000;ANA
2022-09-07;3,3193;1.0;m³/s;1;1;41250000;ANA
2022-09-08;3,3193;1.0;m³/s;1;1;41250000;ANA
2022-09-09;3,3193;1.0;m³/s;1;1;41250000;ANA
2022-09-10;3,3193;1.0;m³/s;1;1;41250000;ANA
2022-09-11;3,1871;1.0;m³/s;1;1;41250000;ANA
2022-09-12;3,1871;1.0;m³/s;1;1;41250000;ANA
2022-09-13;3,1871;1.0;m³/s;1;1;41250000;ANA
2022-09-14;3,1871;1.0;m³/s;1;1;41250000;ANA
2022-09-15;3,1871;1.0;m³/s;1;1;41250000;ANA
2022-09-16;3,1871;1.0;m³/s;1;1;41250000;ANA
2022-09-17;3,1871;1.0;m³/s;1;1;41250000;ANA
2022-09-18;3,1871;1.0;m³/s;1;1;41250000;ANA
2022-09-19;3,1871;1;m³/s;1;1;41250000;ANA
2022-09-20;3,1871;1;m³/s;1;1;41250000;ANA
2022-09-21;3,1871;1;m³/s;1;1;41250000;ANA
2022-09-22;3,1871;1;m³/s;1;1;41250000;ANA
2022-09-23;3,1871;1;m³/s;1;1;41250000;ANA
2022-09-24;3,1871;1;m³/s;1;1;41250000;ANA
2022-09-25;3,1871;1;m³/s;1;1;41250000;ANA
2022-09-26;3,1871;1;m³/s;1;1;41250000;ANA
2022-09-27;3,3193;1;m³/s;1;1;41250000;ANA
2022-09-28;3,5216;1;m³/s;1;1;41250000;ANA
2022-09-29;3,7986;1;m³/s;1;1;41250000;ANA
2022-09-30;5,384;1;m³/s;1;1;41250000;ANA
2022-08-01;0.0;3,3193;m³/s;1;1;41250000;ANA
2022-08-02;4,0117;1.0;m³/s;1;1;41250000;ANA
2022-08-03;4,0117;1.0;m³/s;1;1;41250000;ANA
2022-08-04;4,0117;1.0;m³/s;1;1;41250000;ANA
2022-08-05;3,8691;1.0;m³/s;1;1;41250000;ANA
2022-08-06;3,8691;1.0;m³/s;1;1;41250000;ANA
2022-08-07;3,7286;1.0;m³/s;1;1;41250000;ANA
2022-08-08;3,7286;1.0;m³/s;1;1;41250000;ANA
2022-08-09;3,7286;1.0;m³/s;1;1;41250000;ANA
2022-08-10;3,6591;1.0;m³/s;1;1;41250000;ANA
2022-08-11;3,5901;1.0;m³/s;1;1;41250000;ANA
2022-08-12;3,5901;1.0;m³/s;1;1;41250000;ANA
2022-08-13;3,5901;1.0;m³/s;1;1;41250000;ANA
2022-08-14;3,5901;1.0;m³/s;1;1;41250000;ANA
2022-08-15;3,5901;1.0;m³/s;1;1;41250000;ANA
2022-08-16;3,5901;1.0;m³/s;1;1;41250000;ANA
2022-08-17;3,5901;1.0;m³/s;1;1;41250000;ANA
2022-08-18;3,5901;1;m³/s;1;1;41250000;ANA
2022-08-19;3,4536;1;m³/s;1;1;41250000;ANA
2022-08-20;3,4536;1;m³/s;1;1;41250000;ANA
2022-08-21;3,4536;1;m³/s;1;1;41250000;ANA
2022-08-22;3,4536;1;m³/s;1;1;41250000;ANA
2022-08-23;3,4536;1;m³/s;1;1;41250000;ANA
2022-08-24;3,4536;1;m³/s;1;1;41250000;ANA
2022-08-25;3,4536;1;m³/s;1;1;41250000;ANA
2022-08-26;3,4536;1;m³/s;1;1;41250000;ANA
2022-08-27;3,4536;1;m³/s;1;1;41250000;ANA
2022-08-28;3,4536;1;m³/s;1;1;41250000;ANA
2022-08-29;3,4536;1;m³/s;1;1;41250000;ANA
2022-08-30;3,4536;1.0;m³/s;1;1;41250000;ANA
2022-08-31;3,3862;1.0;m³/s;1;1;41250000;ANA
2022-07-01;0.0;4,0117;m³/s;1;1;41250000;ANA
2022-07-02;4,6021;1.0;m³/s;1;1;41250000;ANA
2022-07-03;4,6021;1.0;m³/s;1;1;41250000;ANA
2022-07-04;4,6021;1.0;m³/s;1;1;41250000;ANA
2022-07-05;4,6021;1.0;m³/s;1;1;41250000;ANA
2022-07-06;4,6021;1.0;m³/s;1;1;41250000;ANA
2022-07-07;4,6021;1.0;m³/s;1;1;41250000;ANA
2022-07-08;4,6021;1.0;m³/s;1;1;41250000;ANA
2022-07-09;4,6021;1.0;m³/s;1;1;41250000;ANA
2022-07-10;4,5265;1.0;m³/s;1;1;41250000;ANA
2022-07-11;4,6021;1.0;m³/s;1;1;41250000;ANA
2022-07-12;4,6021;1.0;m³/s;1;1;41250000;ANA
2022-07-13;4,6021;1.0;m³/s;1;1;41250000;ANA
2022-07-14;4,6021;1.0;m³/s;1;1;41250000;ANA
2022-07-15;4,6021;1.0;m³/s;1;1;41250000;ANA
2022-07-16;4,6021;1.0;m³/s;1;1;41250000;ANA
2022-07-17;4,6021;1.0;m³/s;1;1;41250000;ANA
2022-07-18;4,6021;1;m³/s;1;1;41250000;ANA
2022-07-19;4,6021;1;m³/s;1;1;41250000;ANA
2022-07-20;4,6021;1;m³/s;1;1;41250000;ANA
2022-07-21;4,6021;1;m³/s;1;1;41250000;ANA
2022-07-22;4,6021;1;m³/s;1;1;41250000;ANA
2022-07-23;4,6021;1;m³/s;1;1;41250000;ANA
2022-07-24;4,3029;1;m³/s;1;1;41250000;ANA
2022-07-25;4,3029;1;m³/s;1;1;41250000;ANA
2022-07-26;4,0117;1;m³/s;1;1;41250000;ANA
2022-07-27;4,0117;1;m³/s;1;1;41250000;ANA
2022-07-28;4,0117;1;m³/s;1;1;41250000;ANA
2022-07-29;4,0117;1;m³/s;1;1;41250000;ANA
2022-07-30;4,0117;1.0;m³/s;1;1;41250000;ANA
2022-07-31;4,0117;1.0;m³/s;1;1;41250000;ANA
2022-05-01;0.0;5,876;m³/s;1;1;41250000;ANA
2022-05-02;5,876;1.0;m³/s;1;1;41250000;ANA
2022-05-03;5,876;1.0;m³/s;1;1;41250000;ANA
2022-05-04;5,876;1.0;m³/s;1;1;41250000;ANA
2022-05-05;5,876;1.0;m³/s;1;1;41250000;ANA
2022-05-06;29,176;1.0;m³/s;1;1;41250000;ANA
2022-05-07;15,3689;1.0;m³/s;1;1;41250000;ANA
2022-05-08;9,0706;1.0;m³/s;1;1;41250000;ANA
2022-05-09;7,821;1.0;m³/s;1;1;41250000;ANA
2022-05-10;7,1786;1.0;m³/s;1;1;41250000;ANA
2022-05-11;6,8213;1.0;m³/s;1;1;41250000;ANA
2022-05-12;6,558;1.0;m³/s;1;1;41250000;ANA
2022-05-13;6,3847;1.0;m³/s;1;1;41250000;ANA
2022-05-14;6,3847;1.0;m³/s;1;1;41250000;ANA
2022-05-15;6,2988;1.0;m³/s;1;1;41250000;ANA
2022-05-16;6,2133;1.0;m³/s;1;1;41250000;ANA
2022-05-17;6,3847;1.0;m³/s;1;1;41250000;ANA
2022-05-18;6,558;1;m³/s;1;1;41250000;ANA
2022-05-19;6,4711;1;m³/s;1;1;41250000;ANA
2022-05-20;6,2988;1;m³/s;1;1;41250000;ANA
2022-05-21;6,2133;1;m³/s;1;1;41250000;ANA
2022-05-22;5,876;1;m³/s;1;1;41250000;ANA
2022-05-23;5,876;1;m³/s;1;1;41250000;ANA
2022-05-24;5,876;1;m³/s;1;1;41250000;ANA
2022-05-25;5,876;1;m³/s;1;1;41250000;ANA
2022-05-26;5,876;1;m³/s;1;1;41250000;ANA
2022-05-27;5,876;1;m³/s;1;1;41250000;ANA
2022-05-28;5,876;1;m³/s;1;1;41250000;ANA
2022-05-29;5,876;1;m³/s;1;1;41250000;ANA
2022-05-30;5,876;1.0;m³/s;1;1;41250000;ANA
2022-05-31;5,876;1.0;m³/s;1;1;41250000;ANA
2022-04-01;0.0;5,876;m³/s;1;1;41250000;ANA
2022-04-02;7,821;;m³/s;1;1;41250000;ANA
2022-04-03;9,8753;1.0;m³/s;1;1;41250000;ANA
2022-04-04;8,1977;1.0;m³/s;1;1;41250000;ANA
2022-04-05;7,6353;1.0;m³/s;1;1;41250000;ANA
2022-04-06;7,6353;1.0;m³/s;1;1;41250000;ANA
2022-04-07;7,3599;1.0;m³/s;1;1;41250000;ANA
2022-04-08;7,269;1.0;m³/s;1;1;41250000;ANA
2022-04-09;8,3887;1.0;m³/s;1;1;41250000;ANA
2022-04-10;7,6353;1.0;m³/s;1;1;41250000;ANA
2022-04-11;7,821;1.0;m³/s;1;1;41250000;ANA
2022-04-12;8,293;1.0;m³/s;1;1;41250000;ANA
2022-04-13;7,543;1.0;m³/s;1;1;41250000;ANA
2022-04-14;7,269;1.0;m³/s;1;1;41250000;ANA
2022-04-15;7,269;1.0;m³/s;1;1;41250000;ANA
2022-04-16;7,0886;1.0;m³/s;1;1;41250000;ANA
2022-04-17;6,9099;1.0;m³/s;1;1;41250000;ANA
2022-04-18;6,8213;1.0;m³/s;1;1;41250000;ANA
2022-04-19;6,558;1;m³/s;1;1;41250000;ANA
2022-04-20;6,558;1;m³/s;1;1;41250000;ANA
2022-04-21;6,558;1;m³/s;1;1;41250000;ANA
2022-04-22;6,558;1;m³/s;1;1;41250000;ANA
2022-04-23;6,4711;1;m³/s;1;1;41250000;ANA
2022-04-24;6,3847;1;m³/s;1;1;41250000;ANA
2022-04-25;6,3847;1;m³/s;1;1;41250000;ANA
2022-04-26;6,2133;1;m³/s;1;1;41250000;ANA
2022-04-27;6,2133;1;m³/s;1;1;41250000;ANA
2022-04-28;6,2133;1;m³/s;1;1;41250000;ANA
2022-04-29;6,0437;1;m³/s;1;1;41250000;ANA
2022-04-30;5,876;1;m³/s;1;1;41250000;ANA
2022-03-01;0.0;7,6353;m³/s;1;1;41250000;ANA
2022-03-02;12,7851;1.0;m³/s;1;1;41250000;ANA
2022-03-03;12,0026;1.0;m³/s;1;1;41250000;ANA
2022-03-04;11,5642;1.0;m³/s;1;1;41250000;ANA
2022-03-05;11,1322;1.0;m³/s;1;1;41250000;ANA
2022-03-06;10,8124;1.0;m³/s;1;1;41250000;ANA
2022-03-07;10,7067;1.0;m³/s;1;1;41250000;ANA
